roll_res_fs,ph_fs,td_mm_alwd_fs,pwr_delivery,braking_performance,handling,driven,steered,caster_angle,camber_angle,toe_angle,ld_ip_fs,spd_ip_fs,balanced,rem_life_km_fs
-0.464,-0.442,-0.359,0.5,0.5,0.0,0.5,0.5,-0.183,-0.139,0.148,0.457,0.084,-0.5,0.096
-0.183,0.395,0.133,0.0,0.5,-0.5,0.5,0.5,-0.464,0.062,-0.136,0.302,-0.017,-0.5,0.003
-0.263,-0.451,0.136,0.0,0.5,-0.5,0.5,-0.5,0.39,-0.292,0.353,0.278,-0.474,0.5,0.135
-0.199,-0.476,-0.321,-0.5,0.0,-0.5,0.5,0.5,0.301,0.119,0.284,-0.021,-0.148,-0.5,-0.15
0.015,-0.417,0.02,0.5,0.0,0.5,-0.5,-0.5,-0.35,0.019,0.096,-0.165,0.302,0.5,-0.04
-0.065,-0.394,-0.425,0.0,-0.5,0.5,0.5,0.5,0.251,0.299,0.059,-0.191,-0.286,-0.5,-0.206
-0.485,-0.195,-0.248,-0.5,0.5,0.0,-0.5,0.5,0.346,-0.171,0.234,0.268,-0.106,0.5,0.114
-0.146,-0.497,0.054,0.0,0.0,0.0,0.5,-0.5,-0.3,0.326,0.172,0.029,0.243,-0.5,-0.104
0.126,-0.25,-0.375,0.5,0.0,0.0,0.5,0.5,0.101,0.046,0.058,-0.026,-0.412,-0.5,-0.059
0.124,-0.303,0.451,-0.5,0.0,0.0,-0.5,0.5,-0.357,0.301,-0.146,0.195,-0.262,0.5,-0.09
0.453,0.372,-0.27,-0.5,0.0,0.0,0.5,0.5,-0.378,-0.346,0.034,-0.011,-0.123,-0.5,0.144
-0.354,0.07,-0.101,0.0,0.0,-0.5,-0.5,0.5,-0.429,0.172,0.325,0.178,0.423,0.5,-0.042
-0.238,-0.336,0.426,0.5,0.0,0.5,0.5,-0.5,-0.136,0.419,-0.198,-0.321,0.353,-0.5,-0.15
0.387,0.206,-0.364,-0.5,-0.5,0.0,0.5,-0.5,-0.184,-0.121,0.011,0.36,-0.103,-0.5,0.117
-0.232,-0.332,0.242,0.0,-0.5,0.5,0.5,0.5,-0.37,0.261,-0.262,0.45,-0.27,0.5,-0.096
0.322,0.229,0.042,0.0,-0.5,-0.5,0.5,0.5,-0.301,0.481,0.052,0.357,0.243,0.5,-0.059
-0.328,-0.222,-0.033,0.0,-0.5,0.0,-0.5,-0.5,0.32,-0.431,0.015,-0.479,-0.429,-0.5,0.089
-0.385,0.432,0.2,0.0,0.0,-0.5,-0.5,0.5,-0.456,0.237,0.37,0.206,0.205,0.5,-0.039
-0.287,0.393,-0.007,-0.5,0.0,0.0,0.5,-0.5,0.03,0.452,0.23,0.157,0.132,-0.5,-0.081
0.22,0.096,-0.411,-0.5,0.0,0.5,0.5,0.5,0.496,0.401,-0.396,-0.389,-0.3,0.5,-0.146
0.228,-0.485,0.175,0.0,0.0,0.0,-0.5,0.5,0.351,-0.435,-0.181,0.354,0.048,-0.5,0.164
-0.201,0.357,0.099,0.5,0.0,-0.5,-0.5,-0.5,-0.117,-0.023,-0.198,0.252,-0.313,-0.5,0.032
-0.119,-0.169,0.385,0.5,-0.5,-0.5,0.5,-0.5,0.374,-0.136,0.198,0.197,-0.284,0.5,0.101
0.072,0.258,0.405,0.0,-0.5,0.5,0.5,-0.5,-0.19,-0.303,0.355,0.089,-0.253,0.5,0.132
-0.054,-0.302,0.01,-0.5,-0.5,0.0,0.5,-0.5,0.007,-0.241,0.418,-0.359,-0.094,-0.5,0.074
0.49,-0.227,-0.012,0.5,-0.5,0.5,0.5,-0.5,0.269,-0.457,-0.033,0.438,0.391,0.5,0.163
0.442,-0.378,0.264,-0.5,0.0,0.0,0.5,0.5,0.214,-0.371,0.171,-0.271,-0.372,-0.5,0.063
0.032,0.228,0.495,-0.5,0.0,0.5,0.5,-0.5,-0.306,-0.042,0.14,-0.493,0.37,-0.5,0.01
-0.303,0.146,-0.241,0.0,0.0,0.0,-0.5,-0.5,-0.246,0.47,-0.236,0.429,-0.474,0.5,-0.037
0.029,0.485,0.218,0.5,-0.5,0.5,0.5,0.5,0.201,0.134,0.374,0.396,-0.104,-0.5,-0.095
0.41,0.085,0.016,0.5,-0.5,0.0,0.5,0.5,0.082,-0.119,-0.145,-0.092,-0.286,0.5,0.055
-0.261,0.268,0.474,0.5,0.0,0.5,0.5,0.5,0.11,0.026,0.299,-0.077,0.313,-0.5,-0.062
-0.407,-0.143,-0.325,0.0,0.5,-0.5,0.5,-0.5,-0.392,0.125,0.279,-0.433,-0.402,-0.5,-0.02
0.062,0.04,0.122,-0.5,0.5,-0.5,0.5,-0.5,0.067,-0.131,-0.191,-0.347,0.2,0.5,0.056
-0.33,0.437,0.489,0.0,0.5,0.0,-0.5,0.5,0.059,-0.203,-0.141,0.117,-0.216,0.5,0.126
0.22,-0.365,0.077,0.5,0.0,0.0,-0.5,-0.5,-0.124,0.117,0.349,0.466,0.184,-0.5,-0.087
-0.257,-0.35,-0.396,-0.5,0.0,0.0,-0.5,-0.5,0.435,-0.439,0.172,0.288,-0.298,0.5,0.158
0.376,-0.105,-0.182,0.0,0.0,0.5,0.5,-0.5,-0.065,-0.284,0.38,-0.382,0.307,-0.5,0.101
-0.113,0.279,0.404,0.5,0.0,0.0,0.5,0.5,0.431,-0.282,0.206,-0.048,0.232,-0.5,0.077
0.315,-0.475,-0.066,0.0,-0.5,0.0,-0.5,0.5,0.492,-0.067,0.349,-0.16,0.233,-0.5,-0.085
-0.453,0.334,0.058,-0.5,-0.5,-0.5,0.5,-0.5,-0.377,-0.485,0.071,0.359,-0.422,0.5,0.23
0.431,0.27,-0.413,0.0,0.5,-0.5,-0.5,-0.5,0.293,-0.149,-0.09,0.283,0.171,0.5,0.123
0.22,-0.446,-0.038,0.0,0.0,0.0,-0.5,0.5,0.499,0.418,0.048,0.185,-0.351,0.5,-0.187
-0.415,-0.378,-0.32,-0.5,0.0,-0.5,-0.5,-0.5,0.457,-0.154,-0.164,-0.359,-0.199,0.5,0.038
-0.422,0.295,0.314,0.5,-0.5,-0.5,0.5,-0.5,0.296,0.207,-0.376,-0.336,-0.124,-0.5,-0.135
0.06,0.342,0.367,-0.5,0.0,0.5,0.5,-0.5,0.417,0.096,0.493,-0.331,-0.224,0.5,-0.115
-0.064,0.356,0.249,0.5,-0.5,0.0,-0.5,-0.5,-0.078,-0.473,-0.061,-0.199,-0.281,-0.5,0.119
-0.098,-0.433,-0.289,-0.5,0.0,0.5,-0.5,0.5,0.42,-0.098,-0.14,-0.209,-0.438,0.5,0.019
0.123,-0.239,0.181,-0.5,0.0,-0.5,-0.5,0.5,-0.48,-0.335,0.009,-0.354,0.345,-0.5,0.14
-0.44,0.046,0.4,-0.5,0.0,0.0,-0.5,0.5,0.009,0.186,-0.358,-0.378,-0.399,-0.5,-0.09
-0.114,0.211,-0.273,0.0,0.0,0.5,0.5,-0.5,0.259,0.496,-0.0,-0.249,0.273,-0.5,-0.131
-0.147,-0.369,-0.377,0.5,-0.5,-0.5,-0.5,-0.5,-0.196,0.401,-0.173,-0.43,-0.34,-0.5,-0.135
0.273,0.303,0.385,0.5,0.5,0.0,0.5,-0.5,0.368,0.178,-0.345,-0.2,-0.016,-0.5,-0.122
-0.119,-0.223,-0.12,-0.5,0.5,0.0,0.5,0.5,-0.381,0.383,0.109,-0.269,-0.084,-0.5,-0.059
0.046,0.17,0.167,0.5,0.5,0.0,0.5,0.5,-0.383,0.06,-0.46,0.351,-0.225,0.5,-0.008
-0.354,-0.328,0.497,-0.5,0.5,0.0,-0.5,-0.5,-0.003,-0.116,0.259,0.334,-0.014,0.5,0.109
-0.472,0.257,-0.08,-0.5,0.5,-0.5,0.5,-0.5,-0.023,0.142,0.138,-0.379,0.314,-0.5,-0.07
-0.467,0.159,-0.2,-0.5,-0.5,0.5,-0.5,0.5,-0.136,0.313,0.076,0.057,-0.034,-0.5,-0.075
0.3,0.491,-0.43,0.0,0.0,-0.5,0.5,-0.5,-0.325,0.489,-0.167,-0.101,0.092,0.5,-0.07
0.098,-0.169,-0.163,0.5,-0.5,0.5,-0.5,0.5,-0.02,-0.399,-0.357,0.347,0.106,0.5,0.184
0.149,-0.108,0.418,0.5,-0.5,-0.5,0.5,0.5,-0.317,-0.101,-0.406,-0.495,-0.18,-0.5,0.076
0.008,0.453,-0.317,-0.5,0.5,0.0,-0.5,0.5,0.375,-0.104,0.286,-0.052,-0.206,-0.5,0.052
-0.301,-0.042,0.019,-0.5,0.0,0.5,0.5,0.5,0.07,-0.144,-0.427,-0.133,0.091,-0.5,0.075
0.111,0.34,0.213,0.0,0.5,0.5,0.5,-0.5,0.06,-0.481,0.494,-0.297,0.328,0.5,0.11
0.384,-0.459,0.325,0.5,0.5,-0.5,0.5,0.5,0.073,-0.337,0.394,0.252,-0.495,0.5,0.159
-0.013,-0.233,0.343,0.0,-0.5,0.5,-0.5,0.5,0.218,-0.482,-0.202,0.259,-0.035,-0.5,0.173
-0.278,0.018,-0.454,-0.5,0.5,-0.5,0.5,-0.5,0.055,-0.4,0.217,-0.45,-0.446,-0.5,0.111
-0.358,-0.193,-0.489,-0.5,-0.5,0.0,-0.5,0.5,0.43,0.436,0.419,0.131,-0.47,-0.5,-0.123
-0.008,0.32,-0.261,0.0,0.0,-0.5,-0.5,0.5,-0.066,0.462,-0.055,0.277,0.044,-0.5,-0.075
-0.282,0.304,0.366,-0.5,-0.5,0.5,-0.5,-0.5,0.088,0.013,-0.153,-0.214,0.436,0.5,-0.037
0.061,0.249,-0.099,0.5,-0.5,0.0,0.5,0.5,-0.16,-0.011,-0.066,0.394,-0.128,-0.5,-0.026
-0.28,-0.051,-0.146,0.5,0.5,-0.5,-0.5,-0.5,-0.289,0.364,0.044,0.189,-0.145,-0.5,-0.028
0.367,0.414,0.46,0.5,0.0,0.5,-0.5,0.5,-0.211,-0.348,-0.061,0.422,0.054,0.5,0.245
0.133,0.051,0.119,-0.5,0.5,0.5,0.5,0.5,0.24,0.209,-0.447,0.161,-0.18,0.5,-0.115
0.464,0.209,-0.39,0.5,-0.5,0.5,-0.5,-0.5,0.006,-0.473,0.105,0.177,0.081,-0.5,0.162
0.197,0.311,-0.429,0.0,0.5,0.0,-0.5,-0.5,0.246,-0.271,0.452,-0.187,0.136,-0.5,0.096
0.382,-0.096,0.064,0.0,0.0,0.0,-0.5,0.5,-0.068,0.224,0.204,0.474,0.038,0.5,-0.087
-0.017,-0.375,-0.202,0.0,0.0,0.5,-0.5,0.5,-0.311,-0.186,-0.116,0.03,-0.34,0.5,0.094
-0.462,-0.448,-0.122,0.5,0.0,0.0,0.5,0.5,0.197,-0.164,0.453,0.279,-0.249,0.5,0.082
0.361,-0.321,0.039,0.5,0.5,0.0,-0.5,0.5,-0.489,-0.47,0.335,-0.153,-0.219,0.5,0.138
-0.276,-0.134,0.268,0.0,0.0,-0.5,-0.5,-0.5,0.316,0.219,-0.203,0.33,-0.283,-0.5,-0.122
-0.411,0.347,0.057,0.0,-0.5,0.5,0.5,-0.5,0.204,0.001,-0.123,-0.276,-0.063,-0.5,-0.061
-0.339,-0.469,-0.498,0.0,0.5,0.5,0.5,-0.5,-0.49,0.113,0.423,-0.264,-0.025,-0.5,-0.058
0.067,0.135,0.217,0.5,0.0,-0.5,0.5,-0.5,-0.156,-0.249,0.262,-0.21,0.327,0.5,0.101
0.079,0.421,0.485,-0.5,0.5,0.0,0.5,0.5,-0.31,0.361,-0.152,-0.432,-0.416,-0.5,-0.074
-0.464,0.269,0.298,0.5,-0.5,0.5,-0.5,-0.5,-0.456,-0.024,-0.079,0.135,-0.374,-0.5,0.052
-0.229,-0.304,-0.467,-0.5,-0.5,0.5,0.5,0.5,-0.395,0.302,-0.172,0.28,0.054,-0.5,-0.099
0.289,0.382,0.478,-0.5,-0.5,0.5,0.5,-0.5,0.258,0.145,-0.46,0.401,-0.447,-0.5,-0.138
0.492,0.246,0.133,0.5,0.5,0.0,0.5,-0.5,0.104,-0.108,-0.174,0.468,-0.393,0.5,0.117
-0.137,-0.329,0.163,-0.5,0.5,0.5,-0.5,-0.5,-0.235,-0.289,0.077,0.426,0.44,-0.5,0.224
-0.117,-0.225,0.333,-0.5,0.5,0.5,-0.5,0.5,0.219,-0.388,-0.432,0.464,0.146,0.5,0.175
-0.225,0.181,-0.5,0.0,0.5,0.5,0.5,0.5,-0.14,0.359,-0.283,0.059,0.461,-0.5,-0.075
0.141,0.421,0.054,0.5,0.0,0.0,0.5,-0.5,0.177,-0.011,0.173,-0.187,-0.122,0.5,-0.071
0.179,0.034,-0.49,0.0,-0.5,0.5,0.5,0.5,-0.11,0.094,-0.353,-0.099,0.136,-0.5,-0.061
-0.149,0.434,-0.008,0.0,0.5,0.0,-0.5,0.5,0.118,0.36,-0.454,0.032,0.182,0.5,-0.072
-0.06,-0.104,-0.356,0.5,0.0,0.5,0.5,-0.5,0.494,0.175,-0.41,0.271,-0.117,0.5,-0.122
0.193,-0.256,-0.193,0.0,0.0,0.5,0.5,0.5,0.406,-0.474,-0.263,-0.178,0.284,-0.5,0.08
-0.083,0.13,-0.038,0.5,-0.5,0.0,0.5,-0.5,-0.194,0.321,0.137,-0.191,-0.409,0.5,-0.082
0.058,0.103,-0.115,-0.5,-0.5,-0.5,0.5,-0.5,-0.339,0.232,0.077,-0.16,-0.32,0.5,-0.07
0.418,0.263,-0.122,0.5,0.5,0.0,-0.5,-0.5,0.313,0.111,-0.213,0.448,0.059,0.5,-0.082
0.284,0.388,0.457,-0.5,0.0,0.5,0.5,0.5,0.207,-0.089,0.355,-0.331,0.244,0.5,0.035
-0.211,0.126,-0.041,0.0,0.0,0.5,-0.5,-0.5,0.27,-0.321,-0.027,0.167,0.362,0.5,0.143
0.44,-0.145,0.314,-0.5,-0.5,-0.5,0.5,-0.5,-0.228,-0.39,-0.47,-0.373,-0.079,0.5,0.148
0.492,-0.459,0.026,0.0,0.5,0.5,-0.5,0.5,0.412,-0.081,0.321,0.054,0.119,-0.5,0.082
-0.193,-0.373,0.387,-0.5,0.5,0.0,0.5,-0.5,-0.462,0.037,0.14,-0.32,-0.23,0.5,-0.056
-0.247,0.383,-0.049,-0.5,0.5,0.0,-0.5,-0.5,0.324,0.135,0.178,-0.139,-0.364,0.5,-0.074
-0.054,-0.113,-0.192,-0.5,-0.5,0.0,0.5,0.5,-0.218,-0.464,-0.481,-0.149,-0.04,0.5,0.144
-0.112,0.222,0.101,0.5,-0.5,-0.5,-0.5,0.5,-0.029,0.31,0.14,0.365,0.251,0.5,-0.073
0.082,-0.156,-0.389,-0.5,-0.5,-0.5,-0.5,-0.5,0.347,0.372,-0.467,0.312,0.476,-0.5,-0.13
-0.004,-0.022,0.399,0.0,0.0,-0.5,-0.5,-0.5,0.275,0.428,0.14,-0.339,-0.368,-0.5,-0.129
-0.435,-0.287,0.266,0.0,-0.5,0.0,-0.5,0.5,0.125,-0.138,-0.448,0.236,0.166,0.5,0.105
0.429,-0.11,0.016,-0.5,0.5,0.0,-0.5,-0.5,-0.443,0.43,-0.355,-0.333,-0.134,-0.5,-0.055
-0.022,0.065,0.056,-0.5,0.5,0.0,-0.5,-0.5,-0.182,0.459,0.497,-0.337,0.395,-0.5,-0.065
0.109,-0.102,0.151,-0.5,-0.5,-0.5,0.5,-0.5,-0.092,-0.154,-0.33,0.359,-0.423,-0.5,0.129
-0.258,0.208,-0.449,-0.5,0.5,0.5,-0.5,-0.5,-0.496,-0.251,0.202,-0.025,0.107,-0.5,0.14
0.045,0.212,0.018,0.0,0.5,-0.5,0.5,-0.5,0.055,-0.444,0.346,0.421,-0.339,0.5,0.178
0.433,0.076,-0.294,-0.5,-0.5,-0.5,-0.5,-0.5,-0.289,0.103,0.378,0.319,-0.069,0.5,-0.013
0.042,0.392,-0.405,0.0,0.5,-0.5,-0.5,0.5,0.376,0.167,-0.303,-0.45,-0.452,0.5,-0.109
-0.283,0.03,-0.165,-0.5,0.5,0.5,-0.5,-0.5,0.47,0.433,0.3,0.01,0.016,0.5,-0.103
0.165,-0.43,0.216,0.0,0.0,-0.5,0.5,0.5,-0.424,-0.186,-0.137,0.436,0.23,-0.5,0.151
-0.046,0.196,0.311,-0.5,0.0,-0.5,-0.5,-0.5,0.164,0.285,0.024,0.168,-0.384,0.5,-0.115
0.377,0.04,0.179,0.0,0.0,-0.5,0.5,-0.5,0.482,-0.381,0.479,0.41,0.42,-0.5,0.169
-0.351,0.35,-0.177,-0.5,0.5,-0.5,0.5,-0.5,-0.168,0.228,0.405,-0.086,0.119,-0.5,-0.073
0.332,0.391,0.28,0.0,-0.5,0.0,0.5,-0.5,0.309,0.475,0.0,0.129,-0.213,-0.5,-0.144
-0.075,-0.009,0.207,0.0,0.5,0.5,0.5,-0.5,-0.215,0.377,0.039,-0.107,-0.087,-0.5,-0.049
0.136,0.147,-0.259,0.5,0.5,0.0,0.5,0.5,0.477,-0.032,-0.25,0.167,0.293,-0.5,-0.027
0.026,0.417,0.18,0.5,0.5,0.0,0.5,0.5,-0.283,0.298,0.023,-0.067,0.445,-0.5,-0.06
-0.219,0.067,0.057,0.0,-0.5,0.0,0.5,0.5,-0.433,0.372,-0.111,-0.275,-0.364,0.5,-0.063
0.236,0.133,-0.17,0.0,0.0,-0.5,-0.5,0.5,0.28,-0.124,-0.5,-0.28,-0.463,-0.5,0.046
0.303,-0.396,0.25,0.0,0.0,0.0,0.5,0.5,-0.086,0.092,0.062,0.225,0.481,0.5,-0.102
0.339,-0.471,-0.419,0.5,-0.5,-0.5,0.5,0.5,-0.449,0.009,0.265,0.007,0.044,0.5,-0.055
0.484,-0.288,-0.388,0.0,0.5,0.0,0.5,0.5,-0.034,-0.329,0.417,0.346,-0.045,0.5,0.16
-0.256,0.442,-0.495,0.5,0.0,0.0,0.5,-0.5,0.424,-0.229,-0.134,0.236,-0.262,0.5,0.132
0.117,0.444,0.236,0.0,0.0,0.5,-0.5,-0.5,0.435,0.029,-0.163,0.484,0.219,0.5,-0.078
-0.316,0.391,-0.443,0.0,0.5,0.0,0.5,-0.5,-0.351,-0.081,0.42,0.3,0.361,-0.5,0.15
0.101,0.067,-0.006,0.0,0.5,0.0,-0.5,-0.5,-0.11,0.287,0.019,0.438,-0.096,-0.5,-0.076
0.425,-0.142,0.496,0.0,0.0,0.0,-0.5,0.5,-0.473,0.344,0.074,0.464,-0.323,-0.5,-0.057
0.028,-0.083,-0.052,-0.5,0.0,0.0,0.5,0.5,0.005,-0.174,0.222,0.414,0.375,0.5,0.126
0.187,-0.414,-0.267,0.0,0.0,0.0,0.5,0.5,-0.301,-0.421,0.372,-0.155,-0.169,-0.5,0.128
-0.38,0.456,-0.165,0.0,0.5,-0.5,-0.5,0.5,-0.044,-0.431,-0.005,-0.063,0.172,-0.5,0.113
-0.12,0.132,-0.418,0.5,0.5,0.0,-0.5,-0.5,-0.268,0.184,0.113,-0.22,-0.463,0.5,-0.041
0.15,0.472,-0.293,0.5,0.5,0.0,-0.5,-0.5,-0.426,0.086,0.413,-0.069,0.011,0.5,-0.025
0.374,-0.156,0.396,-0.5,0.5,0.0,0.5,0.5,0.098,0.287,-0.002,-0.086,-0.012,-0.5,-0.11
-0.31,0.438,-0.13,0.5,0.5,-0.5,0.5,0.5,0.049,-0.229,-0.346,0.286,-0.227,0.5,0.145
0.267,0.051,-0.24,0.0,0.0,0.5,0.5,-0.5,0.028,0.349,0.15,0.284,-0.045,-0.5,-0.094
-0.022,-0.267,-0.284,0.0,-0.5,0.5,0.5,-0.5,0.212,0.328,0.074,-0.355,-0.11,0.5,-0.195
0.163,-0.452,-0.073,0.0,-0.5,-0.5,0.5,-0.5,-0.003,0.208,-0.285,0.357,0.359,0.5,-0.146
0.018,0.036,-0.104,0.5,0.0,0.0,-0.5,0.5,0.292,0.259,-0.235,0.063,0.003,0.5,-0.123
-0.496,0.163,0.283,0.5,0.0,0.5,-0.5,-0.5,-0.206,-0.194,-0.236,0.238,0.417,-0.5,0.172
0.409,0.288,-0.349,0.5,-0.5,-0.5,-0.5,0.5,-0.099,-0.227,0.151,-0.405,0.375,0.5,0.093
-0.454,-0.007,-0.284,0.0,0.5,0.0,-0.5,-0.5,-0.288,0.032,-0.051,-0.408,0.048,0.5,0.0
0.166,-0.085,0.154,-0.5,0.5,-0.5,0.5,0.5,-0.103,0.133,-0.429,-0.24,0.143,-0.5,-0.058
-0.092,-0.117,0.444,0.5,0.0,0.5,0.5,0.5,0.216,0.414,0.448,-0.031,0.105,0.5,-0.139
0.214,-0.048,0.386,0.5,-0.5,0.0,0.5,0.5,0.211,-0.365,0.117,-0.315,0.205,-0.5,0.085
0.02,-0.109,0.135,-0.5,0.5,-0.5,0.5,0.5,-0.326,-0.335,0.022,-0.113,0.298,0.5,0.143
-0.034,-0.019,-0.122,0.0,0.0,0.0,-0.5,0.5,-0.305,0.34,0.256,0.498,-0.481,-0.5,-0.04
0.157,-0.05,0.392,0.5,0.0,0.5,0.5,-0.5,-0.105,0.474,-0.342,-0.384,-0.065,0.5,-0.11
0.179,-0.283,0.059,-0.5,0.5,0.0,0.5,0.5,0.061,-0.459,0.097,0.171,0.067,0.5,0.133
-0.17,-0.291,0.01,0.5,0.5,-0.5,0.5,-0.5,0.348,0.469,-0.165,0.289,-0.145,0.5,-0.168
0.178,0.48,-0.416,0.0,0.0,0.5,0.5,-0.5,-0.194,-0.109,0.199,-0.243,-0.173,0.5,0.057
0.466,-0.299,0.485,0.0,-0.5,0.5,0.5,0.5,-0.198,-0.195,-0.023,-0.447,-0.215,0.5,0.035
0.252,0.498,0.067,-0.5,0.5,0.0,0.5,-0.5,0.03,-0.253,0.089,0.217,-0.201,-0.5,0.158
-0.207,-0.028,0.318,-0.5,0.5,0.0,-0.5,0.5,-0.415,0.356,0.283,0.234,-0.273,0.5,-0.038
0.413,-0.438,-0.402,0.0,0.5,-0.5,-0.5,-0.5,0.158,0.454,0.071,-0.178,0.482,0.5,-0.151
-0.497,0.355,0.356,0.0,0.0,0.0,-0.5,0.5,0.159,-0.429,0.17,-0.471,0.45,0.5,0.095
0.489,-0.232,-0.086,-0.5,0.0,-0.5,-0.5,-0.5,-0.154,0.439,0.416,-0.023,0.125,-0.5,-0.089
0.012,0.497,-0.156,-0.5,0.0,-0.5,-0.5,0.5,-0.428,-0.239,-0.224,-0.489,0.006,-0.5,0.129
-0.212,-0.021,0.253,0.0,0.5,0.5,0.5,-0.5,0.327,0.107,-0.489,-0.279,0.463,-0.5,-0.078
0.115,0.112,-0.2,0.0,0.0,-0.5,-0.5,-0.5,0.424,-0.348,0.324,0.122,0.183,-0.5,0.147
0.336,0.124,-0.22,0.0,0.5,0.0,0.5,-0.5,-0.086,-0.034,0.128,0.003,0.235,0.5,-0.01
-0.446,-0.001,0.105,0.0,0.0,0.0,0.5,0.5,-0.448,0.497,-0.061,-0.02,-0.453,-0.5,-0.06
-0.047,-0.454,-0.292,0.5,0.0,0.0,-0.5,0.5,-0.498,0.07,-0.343,0.205,-0.446,0.5,-0.034
-0.003,-0.23,0.402,0.0,0.5,0.5,-0.5,0.5,0.332,0.021,0.191,0.264,0.278,-0.5,-0.068
-0.074,-0.098,-0.005,-0.5,0.0,0.0,0.5,-0.5,0.369,-0.418,-0.034,-0.494,0.328,-0.5,0.094
-0.019,0.085,-0.019,0.0,0.0,0.5,-0.5,-0.5,-0.451,-0.256,0.471,-0.243,0.485,0.5,0.142
0.26,-0.412,0.18,0.0,0.0,-0.5,0.5,0.5,0.36,0.102,0.206,-0.488,0.329,0.5,-0.154
-0.225,-0.166,-0.269,-0.5,0.0,0.5,-0.5,0.5,0.148,0.481,0.386,0.24,-0.161,-0.5,-0.114
-0.372,0.049,-0.431,0.0,0.0,0.5,0.5,0.5,-0.395,-0.268,-0.354,0.28,-0.348,0.5,0.205
-0.292,0.149,0.033,0.0,-0.5,0.0,0.5,-0.5,-0.213,0.341,-0.105,0.421,0.344,0.5,-0.045
-0.179,0.037,0.362,0.5,0.0,-0.5,0.5,0.5,0.307,-0.094,0.293,0.22,0.125,-0.5,0.098
0.005,-0.083,-0.205,-0.5,0.5,0.0,0.5,-0.5,-0.383,0.346,-0.497,-0.369,-0.37,0.5,-0.051
0.159,-0.326,0.35,-0.5,0.0,0.0,0.5,0.5,-0.47,-0.402,0.356,0.287,-0.488,0.5,0.227
0.462,0.419,0.222,0.0,-0.5,0.5,-0.5,0.5,-0.268,-0.444,0.037,0.033,0.464,0.5,0.154
0.402,-0.486,0.485,-0.5,-0.5,0.5,0.5,0.5,0.225,0.42,-0.254,0.401,-0.149,0.5,-0.191
0.308,-0.341,0.447,0.5,-0.5,-0.5,-0.5,-0.5,0.042,0.292,0.435,0.305,0.043,0.5,-0.138
-0.283,-0.01,-0.047,0.5,0.5,-0.5,0.5,0.5,-0.09,-0.18,0.111,0.493,0.161,-0.5,0.122
-0.313,-0.236,-0.09,-0.5,0.0,0.0,0.5,0.5,0.227,-0.454,-0.41,0.23,-0.379,-0.5,0.156
-0.33,0.009,-0.011,0.5,0.0,-0.5,-0.5,0.5,-0.236,0.03,0.305,-0.261,-0.409,0.5,-0.003
0.319,-0.091,-0.017,0.5,-0.5,0.5,-0.5,0.5,0.479,0.327,-0.183,0.386,-0.219,-0.5,-0.133
0.265,-0.232,-0.256,-0.5,-0.5,0.5,0.5,0.5,-0.28,-0.154,-0.371,0.256,0.246,-0.5,0.154
0.102,0.291,0.257,0.0,0.0,0.5,-0.5,-0.5,-0.35,-0.131,0.041,-0.341,0.469,-0.5,0.086
-0.031,-0.135,-0.294,-0.5,0.0,0.5,-0.5,-0.5,0.248,-0.003,0.304,-0.198,0.196,-0.5,-0.058
-0.097,-0.35,-0.416,0.0,0.5,0.0,0.5,-0.5,0.358,-0.058,-0.051,-0.452,0.283,0.5,-0.075
-0.428,0.209,0.142,0.5,0.0,0.5,0.5,0.5,-0.241,0.064,0.001,0.212,0.196,0.5,0.002
0.434,0.122,-0.042,-0.5,0.5,0.0,-0.5,-0.5,0.032,0.408,0.089,-0.224,-0.427,-0.5,-0.082
0.119,-0.435,-0.005,-0.5,0.5,-0.5,-0.5,0.5,0.221,-0.183,0.113,-0.423,-0.284,0.5,0.042
0.236,0.213,-0.413,0.0,0.0,-0.5,0.5,0.5,-0.495,-0.442,0.418,-0.24,-0.376,0.5,0.144
0.11,-0.276,0.255,0.5,0.5,0.5,0.5,0.5,-0.247,-0.151,0.021,0.429,-0.481,-0.5,0.152
-0.352,0.133,-0.091,0.0,-0.5,0.5,-0.5,-0.5,-0.033,0.208,0.106,-0.308,0.008,-0.5,-0.075
-0.004,-0.223,0.414,0.5,0.5,0.0,-0.5,-0.5,-0.424,0.261,-0.473,-0.441,-0.396,0.5,-0.056
0.458,0.423,0.395,0.0,0.5,0.5,-0.5,0.5,0.409,-0.009,-0.489,-0.248,0.271,-0.5,-0.073
-0.404,-0.374,0.2,-0.5,-0.5,-0.5,0.5,-0.5,0.36,-0.376,0.455,-0.298,-0.458,-0.5,0.067
-0.413,-0.154,-0.016,0.5,0.0,0.0,0.5,0.5,-0.29,0.282,-0.27,-0.405,0.441,-0.5,-0.064
-0.413,0.464,-0.347,0.0,-0.5,0.0,0.5,-0.5,-0.413,0.226,-0.121,0.308,0.124,0.5,-0.045
0.066,0.018,-0.459,-0.5,0.0,0.5,-0.5,0.5,-0.412,-0.36,-0.286,0.197,-0.261,0.5,0.24
-0.464,-0.48,0.052,0.0,0.5,-0.5,-0.5,0.5,-0.27,0.139,0.083,0.5,-0.447,-0.5,-0.031
0.357,-0.157,-0.039,0.0,-0.5,0.5,0.5,0.5,0.154,-0.107,-0.469,0.134,0.122,-0.5,0.084
