und_infl_adj_fs,width_mm_fs,asp_rat_adj_fs,ld_ind_fs,spd_rat_fs,roll_res_fs
0.286,0.493,0.326,0.223,-0.484,0.029
0.43,0.081,-0.347,0.434,0.414,0.063
-0.316,0.409,-0.015,-0.287,0.082,0.03
-0.19,0.318,0.023,0.2,-0.338,0.037
0.34,-0.172,-0.304,0.247,-0.109,0.011
0.3,-0.336,-0.054,-0.443,0.138,0.01
-0.4,0.089,0.227,-0.102,0.337,0.044
0.291,-0.32,-0.326,0.05,-0.324,0.007
-0.137,-0.48,-0.423,0.089,-0.015,-0.024
-0.362,0.281,-0.318,-0.258,-0.074,0.03
0.202,0.391,-0.046,-0.059,-0.369,0.058
0.165,-0.21,0.392,0.399,0.496,0.011
-0.104,0.081,-0.137,-0.259,-0.038,0.03
0.381,0.22,0.063,-0.186,-0.097,0.066
-0.202,0.091,0.348,0.08,-0.399,0.029
-0.374,0.464,0.051,0.187,0.326,0.044
-0.288,0.223,0.43,-0.318,0.454,0.04
0.039,-0.404,0.446,0.034,-0.229,0.003
-0.037,0.285,0.199,0.198,-0.217,0.044
0.097,-0.058,0.327,0.197,-0.19,0.07
0.384,-0.102,0.431,-0.038,-0.213,0.078
-0.328,0.451,0.332,0.142,0.025,0.045
-0.179,-0.297,-0.016,-0.39,-0.116,-0.031
0.055,0.381,0.001,-0.189,-0.013,0.041
-0.475,0.435,-0.236,0.282,0.285,0.037
-0.242,-0.266,-0.045,0.09,0.393,-0.028
-0.395,0.463,-0.209,-0.055,0.058,0.037
-0.279,-0.44,-0.486,0.047,-0.335,-0.037
0.378,0.443,0.254,0.101,0.414,0.074
-0.267,-0.206,0.226,-0.423,0.481,-0.025
0.308,-0.268,0.136,0.491,-0.04,0.012
0.468,-0.092,-0.355,0.171,-0.095,0.066
-0.463,0.408,-0.336,-0.221,-0.037,0.03
-0.095,0.261,-0.289,0.118,0.48,0.037
0.273,-0.244,0.269,0.095,-0.065,0.013
0.008,-0.345,0.069,0.171,0.425,-0.002
0.232,0.18,-0.483,-0.276,0.254,0.054
-0.014,-0.386,-0.077,-0.0,0.029,-0.006
-0.358,0.074,-0.298,0.187,0.181,0.037
-0.257,0.429,-0.278,-0.379,-0.471,-0.018
0.106,-0.264,0.457,0.49,0.196,0.011
-0.232,0.04,0.129,0.27,-0.415,0.028
0.495,0.098,0.069,-0.179,-0.421,0.062
-0.246,0.494,-0.425,-0.222,0.143,0.03
-0.244,-0.401,0.048,-0.086,0.199,-0.028
-0.131,0.169,0.078,0.153,-0.19,0.044
-0.329,-0.193,-0.018,-0.017,-0.338,-0.033
0.483,-0.139,-0.036,-0.466,-0.354,0.01
0.242,-0.462,0.409,-0.323,0.256,0.01
-0.497,-0.256,0.051,0.283,-0.046,-0.034
-0.359,-0.243,-0.258,-0.239,-0.308,-0.04
0.063,0.33,-0.34,0.125,-0.017,0.047
0.132,-0.416,-0.146,-0.413,0.321,0.008
0.229,0.117,0.466,0.064,-0.264,0.074
0.059,-0.049,-0.437,0.474,0.039,0.047
0.29,0.273,0.05,-0.387,0.404,0.054
0.47,0.163,0.081,-0.192,0.454,0.066
0.006,0.218,0.198,0.353,-0.191,0.044
0.222,0.337,0.409,-0.346,-0.237,0.065
0.189,0.342,-0.466,-0.04,0.007,0.061
-0.35,0.056,-0.034,-0.145,-0.053,0.03
-0.255,-0.183,0.256,0.258,0.26,-0.023
-0.306,0.183,-0.409,0.334,0.456,0.037
0.002,-0.266,-0.069,0.023,-0.02,-0.006
-0.354,0.059,0.265,-0.02,-0.353,0.044
-0.445,0.053,0.158,-0.392,-0.081,0.04
-0.09,0.39,0.036,0.243,-0.498,-0.006
-0.065,-0.059,-0.018,-0.421,0.438,0.031
0.249,0.077,0.21,0.138,-0.097,0.074
0.401,0.156,0.494,-0.148,0.494,0.068
0.437,0.067,-0.129,-0.056,-0.013,0.063
0.217,-0.328,0.48,0.155,-0.198,0.013
0.113,-0.393,-0.127,-0.05,-0.358,0.005
0.326,-0.032,-0.209,0.272,-0.135,0.063
0.221,0.033,0.495,-0.218,-0.375,0.062
-0.481,-0.33,0.144,0.247,0.497,-0.034
-0.208,0.349,-0.393,0.498,-0.162,0.037
0.453,0.075,0.081,0.211,0.096,0.072
-0.051,-0.469,0.397,0.086,0.235,-0.002
-0.369,0.289,-0.13,0.267,0.268,0.037
0.03,0.352,-0.381,-0.025,-0.066,0.047
0.268,-0.291,0.259,0.188,-0.399,0.011
0.085,0.175,0.061,-0.461,0.3,0.062
0.258,-0.255,0.017,-0.076,0.048,0.009
-0.334,0.435,-0.378,0.261,0.345,0.037
-0.162,0.327,0.444,0.236,0.049,0.045
0.438,0.103,0.336,0.151,0.443,0.074
0.016,-0.309,0.369,-0.377,0.311,0.0
0.413,0.396,0.302,-0.313,-0.329,0.064
-0.336,-0.183,0.34,-0.344,-0.143,-0.033
0.141,0.275,-0.133,0.067,0.43,0.061
-0.376,0.339,0.14,0.196,-0.047,0.044
-0.073,-0.422,-0.176,0.071,-0.27,-0.006
-0.206,0.028,-0.257,0.073,0.248,0.037
0.28,0.163,-0.398,0.086,-0.432,0.058
-0.37,-0.048,-0.367,0.271,0.374,0.037
0.121,-0.445,0.071,-0.167,-0.017,0.007
0.074,-0.279,-0.174,0.063,0.09,-0.001
-0.14,0.225,0.334,-0.246,0.489,0.04
-0.447,0.375,0.254,-0.221,-0.238,0.04
-0.243,0.496,0.3,0.187,-0.406,0.029
0.391,-0.459,0.213,0.418,0.391,0.013
0.352,0.472,0.062,-0.202,0.436,0.066
-0.395,0.306,-0.014,0.469,-0.169,0.037
0.282,-0.009,0.171,-0.099,0.363,0.074
-0.109,0.051,0.069,0.426,0.429,0.044
-0.135,-0.221,0.249,0.146,-0.485,-0.062
-0.181,0.38,-0.178,-0.223,0.272,0.03
-0.344,-0.092,0.042,-0.15,-0.396,0.014
-0.256,-0.279,-0.342,-0.241,0.391,-0.032
0.116,-0.333,-0.273,0.401,0.476,0.007
0.404,-0.061,0.061,-0.139,-0.154,0.066
-0.213,0.133,0.417,-0.284,0.043,0.04
-0.488,0.479,0.429,0.014,-0.161,0.045
0.241,0.261,-0.053,0.325,-0.023,0.063
0.251,-0.135,-0.095,0.09,-0.393,0.06
-0.128,-0.232,0.266,0.348,0.205,-0.02
-0.05,0.364,0.131,-0.215,0.039,0.039
0.157,0.067,-0.262,0.39,0.26,0.061
-0.469,-0.14,-0.208,-0.316,0.228,-0.037
-0.313,0.445,-0.178,-0.31,-0.165,0.03
0.18,-0.308,0.076,0.316,-0.024,0.012
0.491,-0.195,0.025,-0.136,0.195,0.008
-0.054,-0.211,0.125,0.257,0.138,-0.002
-0.038,0.433,0.407,0.437,-0.139,0.045
-0.467,-0.169,0.041,0.29,0.264,-0.033
0.018,0.088,-0.402,-0.1,0.323,0.037
0.086,-0.263,-0.276,-0.057,-0.413,0.004
-0.142,-0.366,0.403,0.435,-0.01,-0.02
0.215,-0.071,0.104,-0.019,-0.483,0.029
0.422,0.437,-0.283,-0.354,-0.112,0.054
-0.009,0.316,0.389,-0.147,0.466,0.04
0.365,-0.046,-0.357,0.289,-0.46,0.028
-0.349,0.026,-0.437,-0.051,-0.332,0.037
-0.381,-0.253,-0.316,0.377,0.025,-0.037
-0.149,-0.058,-0.498,-0.348,-0.156,0.031
-0.234,0.417,0.298,0.305,0.027,0.045
0.117,0.39,-0.494,-0.344,0.332,0.052
0.005,-0.375,0.396,0.447,0.122,-0.002
-0.212,0.098,-0.322,0.178,0.118,0.037
0.405,-0.364,-0.333,-0.104,0.097,0.009
0.084,0.072,0.264,-0.146,0.092,0.064
-0.038,-0.221,-0.355,0.287,-0.488,-0.049
0.416,-0.396,0.289,-0.346,-0.343,0.012
0.449,0.443,0.495,0.295,0.355,0.074
0.128,-0.437,0.206,0.008,-0.412,0.009
-0.124,-0.043,0.153,0.267,-0.05,0.044
0.37,0.497,0.478,0.133,-0.346,0.071
0.232,0.282,-0.06,0.393,0.478,0.063
-0.063,0.086,-0.493,-0.265,-0.368,0.03
-0.065,-0.46,0.399,0.044,0.354,-0.002
-0.495,0.434,0.082,-0.305,-0.057,0.039
0.08,-0.285,-0.159,-0.056,0.139,0.006
-0.396,-0.086,0.04,0.225,0.136,0.041
0.028,0.469,0.406,-0.224,-0.367,0.048
0.042,-0.311,-0.399,0.319,-0.291,-0.002
-0.179,-0.421,0.104,0.103,0.498,-0.026
0.186,-0.203,0.272,-0.344,0.072,0.016
-0.14,-0.442,0.333,0.127,0.442,-0.02
0.074,0.175,0.155,-0.367,-0.128,0.051
0.12,-0.028,0.271,0.441,-0.294,0.067
-0.443,0.452,0.006,-0.024,0.422,0.037
-0.417,0.016,0.488,-0.133,-0.19,0.041
0.108,0.323,-0.19,-0.228,0.065,0.052
0.208,-0.003,-0.456,-0.093,-0.249,0.061
0.393,0.035,0.451,0.37,-0.008,0.074
0.148,0.384,0.224,-0.495,0.152,0.065
-0.315,-0.372,0.241,0.442,0.146,-0.034
0.302,-0.474,0.354,-0.346,0.136,0.014
0.257,0.232,0.488,-0.03,0.151,0.074
0.313,0.273,-0.358,-0.126,-0.331,0.06
0.413,-0.15,0.403,-0.498,0.329,0.016
0.488,-0.057,0.43,-0.037,0.134,0.074
0.058,-0.386,0.45,-0.03,0.249,0.003
0.352,-0.178,0.072,-0.232,0.209,0.011
0.008,0.239,0.115,-0.369,0.401,0.04
0.472,0.381,-0.256,0.067,-0.285,0.061
0.127,-0.082,0.27,-0.119,0.185,0.078
0.168,0.481,-0.344,-0.101,0.025,0.061
0.287,-0.478,0.339,-0.391,0.098,0.014
0.01,-0.44,-0.065,-0.453,-0.498,-0.044
-0.463,-0.195,-0.149,0.055,0.02,-0.034
-0.031,-0.486,0.189,-0.011,0.324,-0.002
0.274,-0.289,0.162,-0.406,-0.119,0.014
0.397,-0.467,0.431,0.086,-0.345,0.011
-0.334,0.499,-0.416,-0.302,0.17,0.03
-0.47,0.148,-0.055,0.442,0.331,0.037
0.451,0.254,-0.207,0.137,-0.41,0.058
-0.04,0.228,-0.338,-0.278,-0.273,0.03
-0.381,0.139,-0.21,0.181,0.486,0.037
0.445,0.303,0.392,0.228,-0.041,0.074
-0.43,0.335,-0.047,0.058,0.183,0.037
0.096,-0.44,-0.02,0.418,0.253,0.006
0.144,-0.087,-0.072,0.353,0.221,0.066
0.052,-0.045,-0.129,-0.093,0.284,0.047
-0.052,0.008,0.381,0.363,-0.023,0.045
-0.088,0.281,-0.291,-0.4,-0.46,-0.002
0.183,-0.117,-0.05,0.421,0.23,0.066
0.017,-0.399,0.383,0.275,0.267,-0.002
0.221,-0.341,0.337,-0.438,-0.293,0.012
-0.199,0.069,-0.268,0.466,0.239,0.037
0.473,0.468,0.391,-0.321,0.447,0.068
-0.304,0.49,-0.463,0.152,-0.082,0.037
0.412,-0.018,0.475,0.372,0.294,0.074
-0.438,-0.157,0.455,-0.039,-0.35,-0.031
0.058,0.447,0.382,-0.316,0.328,0.051
-0.322,0.287,0.087,0.485,0.5,0.044
0.302,0.484,0.389,-0.319,-0.266,0.068
0.214,0.365,0.11,0.276,-0.335,0.067
-0.463,0.086,-0.417,0.249,-0.44,0.019
0.176,-0.388,0.006,-0.061,0.069,0.009
-0.316,-0.4,-0.081,-0.385,0.256,-0.04
0.242,0.153,0.002,0.47,0.156,0.063
-0.271,-0.423,-0.288,0.039,0.449,-0.03
0.457,0.028,-0.267,0.305,-0.423,0.058
0.273,0.494,0.304,-0.409,0.007,0.068
0.177,-0.056,-0.436,-0.368,-0.013,0.052
-0.104,0.451,0.461,0.403,0.364,0.045
-0.354,0.214,-0.206,-0.286,-0.202,0.03
0.069,-0.139,-0.473,0.184,-0.166,-0.001
0.032,-0.124,0.04,0.147,0.277,0.051
-0.0,0.436,-0.026,0.154,0.214,0.037
-0.346,-0.424,0.341,-0.136,0.372,-0.036
0.425,0.097,0.123,-0.291,-0.397,0.062
0.295,0.023,0.093,-0.321,0.069,0.066
0.252,0.021,0.18,0.249,-0.14,0.074
0.13,0.298,0.004,0.291,-0.197,0.061
-0.175,0.149,0.427,0.089,-0.415,0.029
0.064,0.33,0.016,-0.253,-0.373,0.039
-0.208,-0.076,-0.181,0.266,-0.429,0.022
-0.454,0.264,0.131,0.047,0.382,0.044
-0.088,-0.466,-0.331,0.39,-0.429,-0.013
0.302,-0.5,-0.477,0.277,-0.008,0.009
0.368,0.445,0.241,0.484,0.449,0.074
-0.275,-0.281,-0.22,0.02,0.005,-0.03
0.11,-0.156,0.143,0.181,0.042,0.011
0.269,0.083,-0.402,0.049,0.489,0.063
-0.093,-0.015,0.185,0.079,-0.338,0.044
0.126,0.346,0.358,0.348,-0.031,0.072
-0.369,-0.178,0.037,-0.381,0.031,-0.036
0.062,0.418,0.467,-0.494,-0.473,0.013
0.218,0.013,-0.036,0.142,0.453,0.061
0.11,0.431,-0.021,0.223,-0.044,0.06
0.028,-0.152,-0.048,-0.132,0.185,-0.0
0.307,0.311,-0.276,0.367,-0.166,0.063
-0.155,0.432,0.405,-0.091,0.072,0.045
-0.31,-0.145,-0.003,0.382,0.201,-0.033
-0.318,0.184,0.114,0.204,-0.372,0.044
0.341,0.045,-0.49,-0.412,0.195,0.054
0.143,0.209,0.419,0.24,-0.47,0.033
-0.144,0.224,0.229,0.048,0.25,0.044
0.324,-0.463,0.313,-0.352,0.318,0.014
-0.487,-0.212,0.229,0.245,-0.434,-0.038
0.211,-0.382,-0.402,-0.345,0.258,0.01
-0.325,-0.269,0.411,0.091,0.186,-0.034
-0.483,0.06,0.075,0.393,-0.312,0.044
0.148,0.485,-0.303,-0.49,-0.252,0.052
-0.433,0.484,-0.102,-0.461,-0.325,0.031
-0.246,0.227,0.392,-0.291,0.035,0.04
0.455,-0.066,-0.314,-0.357,-0.272,0.052
0.369,0.079,0.047,-0.103,-0.187,0.063
-0.426,0.246,0.24,0.33,-0.399,0.028
0.427,-0.152,-0.082,-0.428,-0.274,0.011
0.424,-0.094,-0.38,0.297,0.113,0.066
-0.057,-0.135,-0.344,-0.268,-0.402,0.014
0.083,-0.229,0.045,0.124,0.189,0.006
0.209,0.226,0.325,0.37,0.49,0.072
-0.157,-0.392,-0.369,0.001,0.215,-0.024
0.487,-0.07,0.264,0.402,-0.102,0.078
-0.063,0.496,-0.114,0.447,0.19,0.037
-0.459,0.31,-0.045,-0.022,-0.193,0.037
0.394,-0.096,0.315,0.244,0.016,0.078
-0.358,0.339,-0.022,0.352,0.357,0.037
0.235,0.167,0.299,-0.456,0.353,0.068
-0.471,0.398,-0.087,-0.162,-0.452,-0.023
-0.24,-0.402,0.014,0.153,-0.366,-0.028
-0.299,0.047,-0.228,0.266,0.406,0.037
-0.161,-0.408,0.101,-0.113,-0.418,-0.028
-0.375,-0.134,-0.413,0.479,-0.08,0.041
0.281,-0.269,0.248,-0.254,0.243,0.01
0.231,-0.34,0.095,-0.438,0.291,0.013
0.18,-0.196,-0.314,-0.311,-0.32,0.006
-0.353,0.058,0.201,-0.454,0.087,0.04
-0.166,0.055,0.069,0.177,0.03,0.044
0.165,0.332,0.06,0.127,-0.16,0.07
0.038,-0.492,-0.175,-0.462,0.105,0.002
0.409,0.22,0.137,0.188,0.135,0.072
-0.269,0.216,-0.041,0.213,-0.313,0.037
-0.429,0.181,0.238,0.249,0.204,0.044
0.441,0.101,0.293,0.42,-0.057,0.074
0.14,0.48,0.489,-0.069,-0.203,0.072
0.353,-0.484,-0.041,-0.009,-0.321,0.007
0.125,-0.403,-0.208,-0.191,-0.048,0.004
0.332,0.229,-0.062,0.011,0.349,0.063
-0.332,-0.491,-0.037,0.404,0.174,-0.036
0.351,0.381,-0.06,-0.151,-0.017,0.054
-0.408,0.347,-0.297,0.47,0.488,0.037
0.044,0.278,-0.481,0.219,-0.136,0.047
0.208,0.18,0.191,-0.237,-0.248,0.065
-0.258,-0.36,-0.318,0.091,0.148,-0.03
0.332,0.449,0.14,0.017,-0.129,0.072
-0.028,0.012,-0.268,0.053,0.23,0.037
-0.097,0.211,-0.287,-0.221,0.02,0.03
0.044,-0.233,-0.281,0.288,-0.378,-0.003
-0.266,-0.198,-0.073,0.144,0.437,-0.026
0.204,0.045,-0.4,0.344,-0.22,0.061
-0.104,0.199,0.472,0.002,-0.323,0.044
-0.426,0.041,-0.184,-0.093,-0.401,0.019
0.244,0.087,-0.21,0.148,0.201,0.063
-0.032,-0.027,-0.345,0.461,-0.161,0.037
0.449,0.283,-0.491,-0.497,0.108,0.054
-0.186,-0.489,-0.111,0.265,-0.307,-0.03
-0.016,-0.404,0.5,0.163,0.337,-0.002
-0.328,0.15,0.301,-0.319,0.173,0.04
0.493,0.239,-0.338,-0.076,-0.087,0.063
0.353,0.271,-0.377,-0.17,-0.09,0.054
-0.097,-0.253,-0.438,0.086,0.354,-0.006
0.324,0.397,-0.48,0.117,-0.149,0.063
0.253,0.441,-0.456,-0.122,-0.033,0.063
-0.251,0.356,0.069,-0.215,-0.395,0.023
-0.047,-0.074,-0.113,-0.069,-0.153,0.041
0.479,0.273,0.193,-0.288,-0.455,0.033
0.346,0.44,-0.274,-0.132,0.411,0.06
0.003,0.437,-0.31,-0.366,-0.353,0.031
-0.12,0.36,0.283,-0.082,-0.204,0.045
0.149,0.1,-0.33,-0.494,0.217,0.052
-0.197,-0.089,-0.303,-0.255,0.105,0.033
-0.227,0.172,-0.447,-0.235,0.121,0.03
-0.272,-0.053,0.118,0.265,-0.171,0.044
-0.163,-0.234,0.33,0.334,0.084,-0.02
0.093,0.145,-0.216,-0.477,-0.108,0.052
0.393,-0.174,-0.204,-0.199,0.446,0.008
-0.221,-0.496,-0.43,-0.356,0.406,-0.032
-0.046,0.391,-0.336,-0.161,-0.334,0.03
0.14,-0.121,0.105,-0.25,-0.022,0.068
0.28,0.262,0.275,-0.044,-0.266,0.074
0.183,-0.261,0.351,-0.329,-0.48,-0.024
0.28,0.438,-0.051,0.102,-0.051,0.063
0.009,0.226,-0.14,-0.205,-0.231,0.03
0.411,-0.362,0.183,-0.456,0.054,0.014
-0.12,0.015,0.419,-0.037,-0.449,-0.001
0.154,-0.49,-0.282,0.062,0.047,0.007
-0.445,-0.059,0.113,-0.155,0.002,0.039
0.495,0.275,-0.013,0.32,-0.455,0.028
-0.465,-0.274,0.35,0.111,0.424,-0.034
-0.015,0.404,-0.486,0.333,0.1,0.037
-0.365,-0.188,-0.35,-0.445,0.242,-0.037
0.059,-0.374,0.462,-0.214,-0.075,0.001
-0.472,-0.433,-0.318,0.359,0.245,-0.037
-0.204,-0.234,0.261,0.327,-0.451,-0.072
-0.279,0.42,0.133,-0.397,-0.399,0.024
0.233,-0.319,0.365,0.334,-0.078,0.013
0.476,-0.327,0.336,-0.019,-0.469,-0.024
-0.315,-0.195,-0.237,0.404,0.322,-0.034
0.208,-0.333,-0.273,-0.148,-0.371,0.004
0.473,0.136,0.264,-0.011,-0.118,0.074
0.144,0.369,0.02,0.287,0.195,0.061
0.02,0.444,-0.182,0.37,0.327,0.037
-0.356,-0.435,-0.305,-0.366,-0.384,-0.042
0.243,0.001,-0.321,-0.095,0.115,0.063
0.027,0.428,-0.368,0.39,-0.154,0.047
-0.447,0.195,-0.235,-0.437,-0.25,0.031
0.293,0.466,0.374,0.385,0.24,0.074
-0.099,0.248,-0.317,0.1,-0.214,0.037
-0.191,-0.157,-0.195,0.495,-0.108,-0.026
-0.281,-0.477,-0.195,0.217,-0.341,-0.037
0.369,0.043,-0.225,-0.263,0.388,0.054
0.122,0.187,0.331,-0.068,-0.113,0.07
0.472,0.011,0.485,0.239,-0.302,0.071
-0.465,0.282,-0.479,-0.073,-0.17,0.037
-0.257,0.011,-0.036,0.477,0.005,0.037
-0.395,-0.317,0.235,0.369,0.191,-0.034
0.352,0.003,0.019,0.057,-0.199,0.063
0.069,0.183,-0.463,-0.27,0.283,0.041
-0.044,0.394,0.401,-0.417,0.026,0.041
0.155,0.254,-0.401,-0.05,-0.344,0.058
-0.061,0.249,0.285,-0.484,0.229,0.041
0.484,0.152,-0.194,-0.053,0.208,0.063
-0.182,-0.304,-0.328,-0.292,0.336,-0.032
0.244,-0.099,0.154,-0.361,0.247,0.07
-0.166,-0.344,-0.463,0.195,-0.446,-0.032
-0.265,0.448,0.21,0.492,0.275,0.044
0.305,-0.404,0.268,-0.329,-0.083,0.01
0.36,0.155,-0.143,0.23,-0.468,0.028
0.48,0.015,0.481,-0.248,0.017,0.068
-0.163,-0.142,-0.234,0.414,0.465,-0.022
0.133,0.07,0.301,-0.361,0.226,0.065
-0.368,-0.458,-0.089,0.249,0.02,-0.037
0.352,0.372,0.463,-0.046,0.281,0.074
-0.06,0.152,0.118,-0.212,-0.374,0.039
-0.327,-0.216,-0.222,0.142,-0.037,-0.034
0.256,-0.231,0.014,-0.319,0.022,0.006
-0.18,0.268,-0.061,-0.332,-0.041,0.03
-0.126,0.158,0.105,0.256,0.336,0.044
-0.065,-0.402,-0.484,0.356,0.075,-0.006
0.12,0.415,-0.123,-0.491,0.274,0.052
0.262,-0.371,-0.335,-0.333,-0.303,0.004
-0.071,-0.093,0.354,-0.036,0.355,0.048
-0.493,0.131,-0.155,0.4,-0.254,0.037
0.486,-0.266,0.376,-0.376,0.153,0.014
0.245,-0.019,-0.406,0.204,-0.014,0.063
-0.008,0.132,-0.242,0.04,0.414,0.037
-0.475,-0.479,0.477,-0.156,-0.365,-0.037
-0.464,-0.294,0.086,0.464,0.365,-0.034
0.308,-0.104,0.387,-0.499,-0.421,0.066
-0.372,0.012,-0.206,0.206,-0.457,-0.018
0.187,0.415,0.394,0.179,-0.13,0.072
0.294,0.41,0.273,0.126,0.175,0.074
-0.231,-0.033,0.314,0.147,0.017,0.045
0.208,-0.473,-0.48,0.073,-0.141,0.009
0.318,-0.112,-0.289,-0.286,-0.206,0.057
0.203,0.469,0.263,0.343,-0.263,0.072
-0.04,0.326,-0.068,-0.212,-0.11,0.03
-0.158,0.174,-0.175,-0.437,-0.387,0.026
0.489,0.007,0.113,0.422,0.429,0.072
0.063,0.266,0.159,-0.177,-0.31,0.047
-0.312,0.042,-0.244,0.419,0.197,0.037
0.495,0.208,0.347,-0.144,0.367,0.068
-0.432,-0.275,0.411,-0.36,-0.276,-0.036
0.029,0.107,0.29,0.301,-0.097,0.055
-0.267,-0.381,-0.035,-0.468,0.265,-0.031
-0.364,-0.176,-0.035,0.27,0.004,-0.033
-0.196,-0.16,-0.232,0.409,-0.326,-0.026
-0.293,0.201,-0.256,0.002,0.298,0.037
-0.258,0.077,0.023,0.016,-0.379,0.032
0.062,0.439,-0.366,-0.282,-0.492,-0.005
0.343,-0.171,0.148,0.297,-0.052,0.013
0.356,-0.209,0.234,-0.359,0.02,0.014
0.086,0.5,0.396,-0.04,-0.096,0.07
0.124,-0.169,0.323,0.269,-0.072,0.012
0.049,-0.105,-0.165,-0.357,-0.395,0.026
0.345,0.174,-0.011,-0.486,0.474,0.054
-0.182,0.316,-0.183,0.408,0.339,0.037
-0.319,-0.175,0.166,-0.299,0.438,-0.034
-0.219,0.462,-0.443,0.402,-0.362,0.037
-0.158,0.079,0.42,-0.037,0.034,0.045
0.126,0.167,0.248,-0.152,0.288,0.065
0.411,-0.315,-0.273,-0.251,-0.016,0.006
0.313,0.037,-0.254,0.012,-0.141,0.063
-0.28,-0.412,-0.037,-0.066,-0.045,-0.036
0.098,-0.12,-0.145,0.073,-0.036,0.066
-0.479,0.473,-0.136,-0.088,-0.076,0.037
-0.011,0.429,0.066,0.093,-0.176,0.044
0.153,0.125,-0.285,0.198,-0.248,0.061
0.444,0.139,0.088,0.202,-0.036,0.072
0.259,0.136,0.297,0.466,0.495,0.074
0.204,0.177,0.416,-0.025,-0.383,0.069
-0.45,-0.479,-0.44,-0.229,0.077,-0.04
0.323,0.017,0.314,-0.132,0.292,0.074
0.042,-0.013,0.419,0.307,-0.369,0.052
-0.432,-0.033,0.138,-0.322,0.178,0.039
0.23,0.339,-0.304,0.464,0.385,0.063
-0.349,-0.294,-0.429,0.192,0.401,-0.037
0.113,-0.491,-0.013,-0.18,-0.321,0.003
0.15,-0.327,0.098,0.017,-0.175,0.01
0.351,0.294,-0.161,-0.291,0.071,0.054
0.077,0.279,-0.215,-0.136,-0.029,0.052
-0.417,-0.179,0.341,0.391,0.219,-0.031
-0.081,0.2,-0.38,-0.45,0.401,0.031
0.062,-0.085,-0.266,0.134,0.193,0.051
0.372,-0.174,0.279,-0.332,-0.243,0.012
-0.433,-0.4,-0.015,0.255,0.439,-0.036
-0.076,-0.45,0.068,-0.038,0.219,-0.002
-0.166,-0.115,0.235,0.07,-0.075,0.048
-0.456,0.298,0.179,0.313,-0.052,0.044
-0.144,-0.371,0.241,0.225,0.199,-0.021
0.369,0.36,0.45,0.279,0.263,0.074
-0.381,0.403,-0.095,0.17,0.238,0.037
0.419,0.188,0.251,-0.065,-0.29,0.071
0.026,-0.039,-0.302,-0.483,0.201,0.042
-0.14,-0.489,-0.478,-0.327,0.355,-0.027
0.126,-0.387,0.232,0.297,0.254,0.011
-0.193,-0.287,0.339,-0.147,0.032,-0.028
-0.429,-0.271,-0.067,0.123,-0.308,-0.037
-0.092,-0.412,0.324,0.195,-0.273,-0.002
0.125,0.368,0.403,0.037,0.433,0.07
-0.066,0.014,-0.213,-0.202,-0.042,0.03
0.11,-0.208,0.067,0.431,-0.427,0.008
-0.387,-0.284,0.055,-0.269,0.412,-0.037
0.006,0.389,-0.231,-0.488,-0.336,0.031
0.017,-0.198,-0.101,-0.09,0.349,-0.006
0.339,-0.489,0.175,0.019,0.198,0.013
-0.248,0.172,-0.026,0.278,0.299,0.037
0.336,-0.162,0.035,-0.387,-0.371,0.01
0.412,0.015,-0.049,0.104,0.18,0.063
0.317,-0.479,0.371,0.369,-0.323,0.011
0.264,-0.477,-0.168,0.316,0.075,0.009
0.433,0.238,0.443,0.452,-0.434,0.071
0.278,-0.334,-0.19,-0.305,0.489,0.006
0.309,0.248,0.446,-0.456,-0.022,0.068
-0.38,0.1,0.428,0.043,0.079,0.045
0.474,0.396,-0.02,0.083,0.071,0.063
0.046,0.468,-0.059,0.4,0.007,0.047
0.44,-0.139,-0.4,-0.185,0.401,0.008
0.364,0.158,0.004,-0.299,-0.373,0.052
0.026,-0.07,-0.363,0.108,0.485,0.051
0.472,0.318,0.226,-0.002,-0.165,0.074
-0.463,-0.078,0.356,-0.398,-0.361,0.042
0.264,0.013,-0.052,0.223,0.088,0.063
-0.145,0.408,-0.424,0.133,0.448,0.037
0.37,0.331,0.369,0.441,0.438,0.074
-0.363,-0.261,-0.488,-0.452,0.104,-0.04
0.048,-0.458,0.091,-0.396,0.494,0.005
0.225,0.445,-0.128,-0.146,-0.367,0.052
-0.282,-0.335,-0.493,0.459,0.296,-0.037
0.302,0.474,-0.297,0.151,0.315,0.063
0.479,-0.13,-0.232,0.15,-0.323,0.063
0.008,0.416,0.221,-0.266,-0.168,0.039
-0.279,0.191,0.204,-0.252,0.052,0.039
0.13,-0.293,0.132,-0.137,0.115,0.007
0.134,-0.432,-0.436,-0.19,-0.303,0.003
0.39,0.428,-0.33,-0.085,0.281,0.063
-0.349,-0.036,-0.358,0.152,0.248,0.037
-0.018,-0.245,0.081,0.113,0.03,-0.002
-0.32,-0.292,-0.299,-0.334,-0.225,-0.04
0.159,0.003,0.203,0.319,0.451,0.072
0.319,-0.228,-0.183,-0.472,-0.204,0.01
0.203,-0.486,-0.209,0.062,0.195,0.009
0.419,-0.072,0.447,0.207,0.201,0.078
0.376,-0.408,-0.376,0.086,0.13,0.009
-0.378,0.012,0.218,0.371,-0.196,0.044
0.378,0.159,0.467,-0.154,0.084,0.068
-0.246,-0.053,-0.317,-0.368,-0.205,0.031
-0.29,-0.052,0.207,0.161,0.145,0.044
