rtp_fs,ld_ind_fs,spd_rat_adj_fs,ph_fs
-0.188,-0.146,0.247,-0.173
-0.375,-0.072,-0.266,-0.177
-0.066,0.2,0.232,-0.173
-0.451,0.417,0.156,-0.177
0.375,-0.413,-0.233,-0.239
-0.476,0.461,0.292,-0.178
0.309,0.352,-0.154,-0.173
-0.359,0.143,0.125,-0.177
-0.349,0.067,0.388,-0.192
-0.07,-0.168,0.074,-0.173
0.477,0.374,-0.271,-0.173
0.354,-0.332,-0.116,-0.174
-0.418,-0.158,0.183,-0.177
0.384,0.136,-0.19,-0.173
-0.193,-0.091,0.348,-0.188
-0.231,0.389,-0.476,-0.177
0.039,0.427,0.369,-0.188
-0.259,0.191,0.492,-0.206
-0.363,-0.339,-0.398,-0.178
0.183,0.284,-0.136,-0.173
-0.032,-0.158,-0.014,-0.173
0.001,0.109,0.132,-0.173
0.381,0.131,-0.133,-0.173
0.129,0.256,0.34,-0.188
-0.273,-0.275,-0.116,-0.178
0.108,-0.355,0.202,-0.174
0.17,-0.056,-0.192,-0.173
0.469,0.158,0.263,-0.173
-0.128,-0.205,0.19,-0.173
0.096,0.385,-0.385,-0.173
-0.103,-0.258,-0.036,-0.173
-0.291,-0.289,0.478,-0.206
0.31,-0.462,-0.058,-0.25
0.102,0.126,-0.068,-0.173
-0.376,0.081,-0.172,-0.177
-0.491,0.472,0.335,-0.178
0.458,0.118,0.357,-0.188
-0.021,-0.366,0.302,-0.186
-0.12,-0.236,-0.268,-0.173
0.104,-0.361,0.196,-0.185
0.191,0.28,-0.48,-0.173
0.108,0.387,0.098,-0.173
0.106,0.255,-0.336,-0.173
-0.401,-0.032,-0.319,-0.177
-0.088,-0.13,-0.098,-0.173
0.411,0.367,-0.121,-0.173
-0.453,-0.031,0.154,-0.177
0.495,-0.333,0.179,-0.174
-0.042,0.272,0.411,-0.191
-0.165,-0.051,0.494,-0.206
-0.114,0.429,0.377,-0.188
0.264,-0.352,0.451,-0.188
0.235,-0.395,-0.437,-0.239
-0.37,-0.359,0.281,-0.187
0.223,0.315,0.26,-0.173
-0.381,-0.396,0.253,-0.247
0.316,0.413,-0.318,-0.173
-0.481,0.042,-0.237,-0.177
-0.044,-0.376,-0.006,-0.185
0.272,0.468,0.085,-0.173
-0.098,-0.045,0.225,-0.173
0.319,0.324,0.068,-0.173
-0.347,-0.384,-0.222,-0.186
0.301,-0.113,0.037,-0.173
-0.495,-0.033,-0.447,-0.177
0.36,-0.136,-0.139,-0.173
-0.016,0.347,0.452,-0.191
-0.297,0.27,0.455,-0.196
-0.097,0.385,0.09,-0.173
-0.284,-0.429,0.332,-0.246
-0.132,0.258,-0.287,-0.173
0.443,-0.121,-0.398,-0.173
0.196,0.279,-0.018,-0.173
-0.166,-0.409,-0.439,-0.237
0.062,-0.392,-0.32,-0.239
-0.003,-0.153,-0.065,-0.173
-0.275,-0.179,-0.195,-0.177
-0.128,-0.385,-0.058,-0.239
0.291,-0.41,-0.481,-0.239
0.495,0.142,-0.019,-0.173
0.476,-0.145,0.431,-0.191
-0.242,0.184,0.267,-0.177
-0.091,-0.466,-0.163,-0.25
0.336,-0.472,0.299,-0.25
-0.035,-0.425,0.49,-0.232
0.309,0.132,-0.458,-0.173
-0.322,0.116,0.321,-0.178
0.249,0.197,-0.057,-0.173
-0.087,0.471,-0.325,-0.173
0.44,-0.048,0.405,-0.188
-0.479,-0.283,0.129,-0.178
-0.177,-0.418,-0.071,-0.237
-0.451,-0.022,-0.161,-0.177
0.121,0.033,0.405,-0.188
0.016,-0.447,-0.168,-0.249
-0.388,0.449,-0.358,-0.177
-0.446,-0.405,-0.035,-0.247
-0.175,0.208,-0.002,-0.173
0.012,0.451,0.084,-0.173
0.091,0.169,0.421,-0.191
-0.025,-0.032,0.373,-0.188
0.497,0.379,-0.472,-0.173
0.404,0.268,0.147,-0.173
0.314,0.187,0.113,-0.173
0.398,0.287,-0.036,-0.173
0.019,-0.126,-0.307,-0.173
-0.293,0.399,-0.34,-0.177
-0.133,0.098,0.373,-0.188
-0.107,0.469,-0.117,-0.173
-0.289,-0.211,-0.35,-0.177
0.404,0.213,0.244,-0.173
0.012,0.002,0.19,-0.173
-0.209,0.353,-0.332,-0.177
-0.329,-0.346,-0.121,-0.178
0.179,0.438,-0.211,-0.173
0.154,-0.131,-0.438,-0.173
-0.061,0.109,-0.267,-0.173
-0.153,-0.303,0.22,-0.174
-0.162,-0.166,-0.463,-0.173
0.335,0.492,-0.325,-0.173
0.025,0.425,0.285,-0.174
0.307,-0.455,0.026,-0.249
-0.453,-0.062,0.349,-0.193
-0.42,-0.419,0.075,-0.246
0.315,-0.011,-0.145,-0.173
-0.445,-0.098,-0.172,-0.177
-0.016,0.038,-0.026,-0.173
0.311,0.031,-0.112,-0.173
0.068,-0.004,0.481,-0.206
0.321,0.395,-0.356,-0.173
0.217,0.3,0.052,-0.173
-0.398,-0.09,-0.343,-0.177
-0.027,0.13,-0.353,-0.173
-0.192,0.368,0.145,-0.173
-0.13,-0.056,-0.183,-0.173
-0.313,0.269,-0.484,-0.177
0.475,-0.275,0.363,-0.188
0.11,0.243,-0.008,-0.173
0.454,0.412,-0.045,-0.173
0.159,-0.193,-0.047,-0.173
-0.291,-0.383,-0.224,-0.186
0.311,-0.264,-0.287,-0.174
-0.133,0.113,0.205,-0.173
0.47,-0.316,-0.406,-0.174
0.286,-0.422,-0.182,-0.238
-0.03,0.423,-0.148,-0.173
-0.197,-0.144,-0.444,-0.177
-0.008,-0.175,-0.29,-0.173
-0.206,0.494,0.269,-0.178
-0.237,-0.223,-0.247,-0.177
0.072,-0.234,0.218,-0.173
-0.37,-0.387,0.369,-0.247
-0.076,0.037,0.478,-0.206
0.387,-0.095,0.201,-0.173
-0.057,-0.159,-0.082,-0.173
0.269,-0.081,0.025,-0.173
-0.419,-0.105,0.073,-0.177
0.462,-0.133,-0.15,-0.173
-0.07,0.369,0.489,-0.206
-0.48,-0.244,-0.182,-0.177
0.267,0.461,-0.371,-0.173
0.293,-0.305,0.45,-0.191
0.257,-0.183,-0.103,-0.173
-0.056,-0.371,-0.001,-0.185
0.205,-0.127,-0.449,-0.173
0.251,-0.382,0.258,-0.185
-0.168,0.403,0.41,-0.188
0.121,-0.222,0.377,-0.188
0.471,-0.181,0.243,-0.173
0.392,-0.449,-0.451,-0.249
0.466,-0.18,-0.031,-0.173
0.497,0.151,0.071,-0.173
-0.497,-0.123,-0.391,-0.177
-0.076,-0.117,-0.097,-0.173
-0.295,0.286,0.158,-0.177
0.271,-0.005,-0.37,-0.173
0.444,0.294,0.381,-0.188
0.355,0.463,0.315,-0.174
0.093,0.44,0.228,-0.173
0.047,0.015,-0.23,-0.173
0.413,0.251,0.044,-0.173
-0.412,0.375,0.112,-0.177
0.447,0.27,-0.478,-0.173
0.002,0.169,-0.281,-0.173
-0.397,0.269,0.238,-0.177
-0.176,0.258,0.442,-0.191
-0.24,-0.165,-0.408,-0.177
-0.107,-0.057,-0.253,-0.173
-0.31,-0.243,0.309,-0.178
-0.166,0.381,-0.177,-0.173
0.109,0.411,-0.428,-0.173
0.017,0.313,0.451,-0.191
0.425,0.049,0.177,-0.173
-0.012,0.035,0.473,-0.206
0.119,0.017,0.373,-0.188
0.494,0.357,0.075,-0.173
-0.423,0.192,0.287,-0.178
-0.483,-0.472,-0.077,-0.249
-0.295,-0.066,0.06,-0.177
-0.017,0.361,-0.113,-0.173
-0.388,0.296,-0.104,-0.177
0.365,0.478,0.438,-0.191
-0.32,0.293,-0.022,-0.177
0.325,-0.278,0.48,-0.206
-0.43,-0.449,-0.272,-0.247
-0.108,-0.313,0.422,-0.191
0.024,-0.364,-0.097,-0.185
-0.229,-0.06,-0.293,-0.177
0.332,0.224,-0.173,-0.173
0.077,0.346,-0.377,-0.173
0.24,0.357,-0.129,-0.173
0.111,0.302,0.078,-0.173
0.116,-0.252,-0.07,-0.173
0.202,0.175,-0.28,-0.173
-0.049,-0.342,0.031,-0.174
0.064,-0.396,-0.347,-0.239
-0.381,0.353,0.481,-0.206
0.01,0.094,-0.203,-0.173
-0.465,-0.028,-0.418,-0.177
-0.483,0.45,-0.09,-0.177
0.022,0.499,0.473,-0.206
-0.096,0.138,0.086,-0.173
0.118,-0.121,-0.476,-0.173
0.366,0.455,0.105,-0.173
-0.206,-0.108,-0.176,-0.177
0.046,-0.093,-0.132,-0.173
-0.349,0.467,0.328,-0.178
-0.407,-0.087,-0.37,-0.177
0.461,0.262,0.286,-0.174
-0.313,0.056,0.262,-0.177
0.313,-0.187,0.157,-0.173
0.163,0.217,-0.322,-0.173
-0.036,-0.429,-0.171,-0.238
0.288,0.426,0.06,-0.173
-0.363,0.371,0.381,-0.192
0.149,0.074,0.369,-0.188
-0.029,-0.332,0.087,-0.174
-0.082,-0.374,-0.408,-0.185
-0.112,0.392,-0.207,-0.173
0.103,-0.28,0.446,-0.191
0.231,-0.286,0.158,-0.174
0.235,0.295,0.214,-0.173
-0.467,-0.11,-0.185,-0.177
0.333,0.215,-0.417,-0.173
0.42,-0.105,-0.341,-0.173
-0.234,0.44,-0.023,-0.177
0.391,0.265,-0.26,-0.173
-0.161,0.054,-0.44,-0.173
0.186,-0.148,0.205,-0.173
0.165,0.498,-0.393,-0.173
-0.164,0.282,-0.461,-0.173
0.076,0.472,-0.236,-0.173
0.426,0.172,-0.365,-0.173
0.227,0.09,0.343,-0.188
0.219,0.301,0.102,-0.173
0.272,0.296,0.205,-0.173
0.043,-0.016,0.482,-0.206
0.131,-0.254,-0.051,-0.173
-0.31,0.413,-0.059,-0.177
0.285,0.44,-0.349,-0.173
-0.365,0.101,0.332,-0.178
-0.496,0.083,-0.261,-0.177
0.393,0.464,0.027,-0.173
0.377,-0.282,0.319,-0.175
-0.18,0.359,0.312,-0.173
-0.326,-0.224,-0.227,-0.177
0.374,-0.026,-0.018,-0.173
-0.131,0.389,0.305,-0.173
-0.104,-0.469,0.205,-0.25
-0.25,0.178,0.001,-0.177
0.402,0.216,-0.327,-0.173
0.199,-0.304,0.225,-0.174
-0.339,0.034,0.013,-0.177
0.313,-0.181,-0.238,-0.173
0.3,-0.41,0.144,-0.239
-0.364,0.391,-0.053,-0.177
-0.291,-0.104,0.014,-0.177
0.462,-0.26,-0.064,-0.173
-0.272,0.25,-0.227,-0.177
-0.018,-0.204,0.311,-0.174
0.475,-0.111,-0.488,-0.173
0.415,0.488,0.161,-0.173
-0.265,0.262,-0.042,-0.177
0.439,0.266,0.454,-0.191
0.388,0.215,0.408,-0.188
0.127,0.215,-0.031,-0.173
-0.499,0.073,-0.284,-0.177
0.372,-0.204,0.089,-0.173
0.07,-0.105,0.452,-0.191
-0.382,-0.228,-0.29,-0.177
0.429,0.436,0.47,-0.206
0.437,0.168,0.028,-0.173
-0.143,-0.486,-0.308,-0.247
-0.338,0.444,0.306,-0.178
0.443,0.118,-0.463,-0.173
-0.397,-0.04,-0.139,-0.177
-0.408,-0.498,-0.471,-0.249
0.231,0.184,0.111,-0.173
-0.449,0.25,-0.223,-0.177
0.137,-0.475,-0.321,-0.25
-0.432,0.045,0.151,-0.177
-0.421,-0.445,-0.252,-0.247
-0.079,0.155,-0.397,-0.173
0.122,0.009,-0.358,-0.173
-0.31,0.435,0.417,-0.196
0.335,0.122,-0.443,-0.173
-0.363,0.309,0.262,-0.177
-0.131,0.236,0.065,-0.173
-0.348,-0.287,0.1,-0.178
0.497,0.453,0.334,-0.174
-0.343,-0.241,-0.16,-0.177
-0.191,-0.196,-0.153,-0.173
-0.25,-0.027,-0.116,-0.177
-0.172,-0.488,-0.216,-0.247
0.242,-0.37,0.244,-0.185
-0.078,-0.391,0.324,-0.239
0.24,-0.376,-0.182,-0.185
0.279,-0.254,-0.106,-0.173
0.386,0.122,-0.271,-0.173
-0.393,-0.161,0.034,-0.177
-0.316,0.003,0.432,-0.196
-0.371,-0.365,-0.377,-0.186
0.238,-0.275,0.173,-0.174
0.159,0.148,0.099,-0.173
-0.204,-0.17,-0.035,-0.177
-0.416,-0.414,0.279,-0.247
0.305,0.243,0.258,-0.173
-0.262,-0.387,-0.253,-0.247
0.404,0.113,-0.114,-0.173
0.391,0.351,-0.107,-0.173
-0.224,-0.484,0.35,-0.247
0.278,0.117,0.179,-0.173
0.179,0.216,0.011,-0.173
-0.194,-0.161,0.087,-0.173
-0.288,-0.15,-0.184,-0.177
-0.212,-0.281,-0.302,-0.178
-0.492,-0.45,-0.018,-0.247
-0.142,0.489,0.149,-0.173
0.36,0.018,0.405,-0.188
0.132,-0.432,0.45,-0.232
0.065,-0.159,-0.265,-0.173
0.459,0.057,-0.247,-0.173
-0.272,-0.035,-0.139,-0.177
0.245,-0.248,0.44,-0.191
-0.053,0.208,-0.274,-0.173
0.159,0.016,-0.36,-0.173
0.082,0.227,0.086,-0.173
-0.264,0.23,-0.057,-0.177
0.263,-0.037,0.385,-0.188
-0.032,-0.223,-0.191,-0.173
-0.029,-0.117,0.077,-0.173
0.02,-0.254,0.397,-0.188
-0.373,0.284,0.009,-0.177
0.161,0.006,-0.129,-0.173
-0.497,0.154,0.032,-0.177
0.453,-0.159,-0.355,-0.173
-0.373,0.009,0.366,-0.193
-0.498,-0.358,-0.111,-0.178
-0.41,0.338,-0.392,-0.177
0.344,0.47,-0.116,-0.173
-0.29,0.435,0.188,-0.177
0.232,-0.439,-0.059,-0.238
0.342,-0.434,0.076,-0.238
-0.14,-0.349,-0.384,-0.174
0.375,-0.05,-0.427,-0.173
-0.394,0.393,0.117,-0.177
0.314,0.283,0.448,-0.191
-0.288,0.43,0.081,-0.177
0.319,0.306,-0.086,-0.173
0.267,-0.298,-0.096,-0.174
0.113,-0.229,-0.28,-0.173
-0.115,0.114,-0.146,-0.173
0.465,0.261,0.326,-0.174
-0.456,-0.371,0.485,-0.215
-0.387,-0.018,-0.043,-0.177
0.036,0.416,-0.489,-0.173
0.045,-0.23,0.144,-0.173
0.221,0.329,-0.224,-0.173
0.133,-0.3,0.319,-0.175
-0.319,-0.278,0.274,-0.179
0.387,-0.362,0.209,-0.185
-0.25,-0.286,0.096,-0.178
0.069,0.201,0.478,-0.206
-0.042,0.367,-0.347,-0.173
0.05,-0.284,-0.238,-0.174
-0.242,-0.343,0.228,-0.178
0.13,-0.21,0.226,-0.173
-0.231,-0.399,-0.48,-0.237
-0.4,-0.189,-0.053,-0.177
-0.393,-0.458,0.479,-0.249
-0.443,-0.49,0.007,-0.249
0.398,-0.025,0.147,-0.173
0.497,-0.171,-0.414,-0.173
0.251,-0.302,0.095,-0.174
-0.142,-0.147,-0.467,-0.173
-0.453,-0.253,-0.484,-0.177
-0.072,0.384,-0.127,-0.173
-0.321,-0.348,0.138,-0.178
0.338,0.331,0.121,-0.173
0.2,0.016,-0.043,-0.173
0.166,0.124,0.044,-0.173
-0.45,-0.147,0.092,-0.177
0.428,-0.311,-0.457,-0.174
-0.455,0.151,-0.314,-0.177
0.354,0.243,0.49,-0.206
0.416,-0.008,-0.245,-0.173
-0.098,0.214,-0.41,-0.173
-0.34,0.259,0.125,-0.177
0.128,0.476,-0.434,-0.173
-0.053,0.159,0.221,-0.173
-0.455,0.308,-0.306,-0.177
0.355,0.008,0.015,-0.173
-0.301,0.179,0.372,-0.193
0.348,0.326,0.272,-0.174
-0.214,-0.011,-0.184,-0.177
0.323,0.27,-0.485,-0.173
-0.064,-0.435,0.325,-0.238
0.16,0.493,-0.437,-0.173
-0.193,0.373,0.227,-0.173
-0.249,0.075,0.134,-0.177
-0.085,-0.244,0.228,-0.173
0.424,-0.475,0.005,-0.25
0.104,0.242,0.267,-0.173
-0.164,-0.053,-0.229,-0.173
0.078,0.267,-0.213,-0.173
-0.49,0.052,-0.406,-0.177
-0.216,-0.215,0.078,-0.177
-0.417,0.333,0.241,-0.177
-0.067,0.114,0.353,-0.188
-0.258,0.255,-0.311,-0.177
0.159,0.151,-0.238,-0.173
0.313,-0.485,0.07,-0.25
-0.323,0.163,0.303,-0.178
0.096,-0.094,-0.392,-0.173
-0.499,-0.263,0.369,-0.193
0.186,-0.292,-0.34,-0.174
-0.164,-0.168,-0.134,-0.173
0.147,-0.238,0.328,-0.174
0.288,-0.371,-0.456,-0.185
-0.179,-0.195,-0.293,-0.173
-0.388,0.093,0.323,-0.178
0.395,-0.375,-0.001,-0.185
0.489,0.241,0.259,-0.173
0.168,-0.164,0.292,-0.174
0.29,0.454,-0.36,-0.173
-0.328,-0.074,0.453,-0.196
0.103,-0.026,-0.29,-0.173
-0.241,-0.279,0.029,-0.178
-0.119,-0.473,-0.313,-0.25
0.423,0.067,0.107,-0.173
0.487,0.199,-0.005,-0.173
-0.469,0.132,0.377,-0.192
0.488,0.327,0.397,-0.188
-0.125,-0.013,0.336,-0.173
0.254,-0.316,0.31,-0.175
-0.178,0.009,0.203,-0.173
0.235,0.172,-0.479,-0.173
0.258,-0.499,0.451,-0.244
-0.312,-0.138,-0.41,-0.177
0.26,-0.161,-0.238,-0.173
-0.375,-0.041,-0.234,-0.177
-0.237,0.329,0.186,-0.177
-0.24,-0.26,-0.403,-0.177
0.3,-0.4,0.314,-0.239
-0.353,0.324,-0.397,-0.177
-0.187,-0.085,0.25,-0.173
0.205,0.329,0.264,-0.173
0.358,0.026,-0.291,-0.173
-0.322,-0.12,-0.181,-0.177
0.198,0.052,0.179,-0.173
0.255,-0.444,0.471,-0.243
0.042,-0.467,-0.277,-0.25
0.075,-0.275,-0.427,-0.174
-0.366,0.086,-0.221,-0.177
-0.218,-0.23,-0.149,-0.177
0.06,-0.424,0.235,-0.238
-0.059,-0.137,-0.227,-0.173
0.101,-0.297,0.427,-0.191
0.094,0.082,-0.246,-0.173
0.2,-0.028,0.246,-0.173
-0.28,-0.064,-0.281,-0.177
0.144,0.382,0.485,-0.206
-0.403,0.424,0.473,-0.206
-0.4,-0.362,-0.156,-0.186
-0.221,0.083,-0.231,-0.177
-0.115,-0.236,-0.384,-0.173
0.359,0.418,-0.149,-0.173
-0.481,0.244,0.16,-0.177
0.125,-0.06,0.268,-0.174
-0.44,0.225,0.191,-0.177
-0.3,-0.154,-0.284,-0.177
0.102,0.023,0.456,-0.191
-0.02,0.177,-0.465,-0.173
0.057,0.241,0.316,-0.174
0.08,-0.385,0.291,-0.239
0.495,-0.069,0.284,-0.174
0.498,-0.094,0.026,-0.173
-0.316,0.326,-0.008,-0.177
0.002,0.095,0.489,-0.206
0.021,0.393,0.472,-0.206
0.311,0.235,-0.316,-0.173
0.203,-0.077,0.338,-0.174
-0.373,0.228,-0.171,-0.177
-0.21,0.098,0.161,-0.177
-0.045,-0.354,-0.229,-0.174
-0.027,-0.199,0.064,-0.173
0.114,0.203,-0.252,-0.173
0.495,-0.44,0.005,-0.238
0.367,-0.238,0.233,-0.173
-0.1,0.232,0.172,-0.173
-0.463,0.279,-0.042,-0.177
0.409,0.407,-0.221,-0.173
-0.43,-0.406,0.19,-0.247
0.007,0.452,-0.376,-0.173
-0.081,-0.401,-0.03,-0.239
-0.351,0.339,0.438,-0.196
0.475,0.058,0.062,-0.173
-0.114,0.324,0.35,-0.188
-0.063,0.008,0.276,-0.173
0.075,0.414,0.306,-0.174
-0.071,-0.419,-0.458,-0.238
-0.235,0.233,-0.317,-0.177
0.284,0.146,0.449,-0.191
0.06,-0.338,-0.005,-0.174
0.047,-0.34,-0.036,-0.174
-0.324,-0.368,0.429,-0.204
-0.219,0.354,-0.232,-0.177
0.255,0.409,-0.496,-0.173
-0.452,-0.432,-0.1,-0.246
-0.254,0.011,0.099,-0.177
0.252,0.241,-0.07,-0.173
0.39,-0.36,-0.282,-0.185
-0.138,-0.333,0.153,-0.174
0.19,-0.496,-0.256,-0.25
-0.152,0.413,-0.236,-0.173
-0.373,0.003,-0.336,-0.177
0.37,-0.365,0.059,-0.185
0.279,0.382,-0.372,-0.173
0.498,0.385,0.266,-0.173
-0.019,0.479,-0.427,-0.173
0.252,-0.099,-0.175,-0.173
0.248,0.328,0.366,-0.188
-0.199,0.005,0.387,-0.192
-0.402,-0.134,0.245,-0.177
0.187,0.318,0.146,-0.173
0.305,-0.012,0.318,-0.174
0.283,-0.24,-0.216,-0.173
-0.487,-0.465,-0.018,-0.249
-0.043,0.014,0.199,-0.173
0.389,0.266,0.182,-0.173
0.172,-0.212,-0.371,-0.173
0.115,-0.136,0.496,-0.206
0.107,-0.242,0.436,-0.191
-0.23,-0.188,-0.1,-0.177
0.281,-0.058,-0.412,-0.173
0.294,0.157,0.373,-0.188
-0.082,0.479,-0.353,-0.173
0.335,-0.491,0.304,-0.25
-0.376,0.343,0.403,-0.192
-0.21,-0.259,-0.321,-0.177
-0.447,0.276,0.019,-0.177
0.377,0.274,-0.011,-0.173
0.244,0.129,0.036,-0.173
-0.249,0.142,-0.366,-0.177
-0.09,0.401,-0.244,-0.173
0.463,-0.278,-0.284,-0.174
0.309,0.268,0.381,-0.188
0.469,-0.393,-0.403,-0.239
-0.195,-0.335,0.403,-0.192
-0.497,-0.161,-0.192,-0.177
0.45,0.41,0.459,-0.191
0.066,-0.347,0.013,-0.174
-0.268,0.3,-0.247,-0.177
0.321,0.194,0.241,-0.173
0.156,-0.037,0.316,-0.174
-0.203,0.481,-0.278,-0.177
0.314,-0.178,0.109,-0.173
0.209,-0.23,0.474,-0.206
0.326,0.333,-0.018,-0.173
-0.412,-0.05,-0.402,-0.177
-0.138,0.25,-0.347,-0.173
-0.359,-0.302,0.169,-0.178
0.007,0.265,-0.359,-0.173
-0.103,0.172,-0.36,-0.173
0.306,0.096,0.114,-0.173
0.479,-0.462,0.295,-0.25
0.193,0.387,-0.308,-0.173
-0.022,-0.115,-0.019,-0.173
0.464,0.066,-0.444,-0.173
-0.406,0.381,0.042,-0.177
-0.273,0.188,0.05,-0.177
0.472,-0.161,-0.014,-0.173
0.17,-0.398,0.097,-0.239
-0.062,0.15,0.019,-0.173
0.075,-0.353,-0.068,-0.174
-0.333,0.049,-0.212,-0.177
0.16,0.336,0.035,-0.173
0.461,-0.175,-0.451,-0.173
0.441,-0.187,0.408,-0.188
-0.362,-0.487,0.442,-0.251
0.173,-0.247,-0.128,-0.173
-0.194,-0.184,-0.004,-0.173
-0.166,0.342,0.372,-0.188
-0.423,-0.062,-0.384,-0.177
0.279,-0.251,-0.047,-0.173
-0.48,0.189,0.089,-0.177
-0.226,0.305,-0.296,-0.177
-0.451,0.032,0.237,-0.177
0.484,0.222,-0.413,-0.173
-0.105,-0.347,0.183,-0.174
-0.393,0.34,0.008,-0.177
0.45,-0.293,-0.392,-0.174
-0.173,0.013,-0.199,-0.173
-0.146,0.293,-0.436,-0.173
-0.306,-0.192,-0.481,-0.177
0.422,0.147,0.394,-0.188
0.374,-0.467,0.087,-0.25
0.483,0.488,-0.073,-0.173
-0.449,-0.368,0.037,-0.186
-0.353,-0.349,-0.464,-0.178
0.173,0.483,0.228,-0.173
-0.344,0.175,-0.36,-0.177
-0.014,0.48,0.19,-0.173
0.208,0.2,-0.186,-0.173
0.248,-0.484,-0.307,-0.25
-0.116,-0.441,0.038,-0.249
-0.371,0.0,0.075,-0.177
0.497,0.237,0.346,-0.188
0.086,0.063,-0.427,-0.173
0.085,0.329,0.167,-0.173
0.495,0.091,0.305,-0.174
-0.196,0.303,0.254,-0.177
-0.385,0.43,-0.406,-0.177
0.103,-0.128,-0.407,-0.173
0.15,0.226,-0.356,-0.173
0.481,0.326,-0.031,-0.173
0.352,0.008,-0.036,-0.173
-0.292,0.01,-0.076,-0.177
-0.163,0.462,0.466,-0.206
-0.279,-0.338,-0.382,-0.178
0.433,0.414,0.194,-0.173
-0.427,-0.106,0.105,-0.177
0.296,0.412,0.087,-0.173
0.43,-0.135,0.397,-0.188
0.365,-0.174,-0.205,-0.173
0.086,0.075,0.315,-0.174
0.23,-0.15,0.369,-0.188
0.106,-0.472,-0.215,-0.25
0.324,0.331,0.055,-0.173
0.464,0.394,-0.137,-0.173
0.036,-0.418,0.233,-0.238
-0.487,0.427,0.098,-0.177
0.486,0.125,0.237,-0.173
0.127,-0.498,0.0,-0.25
-0.187,0.097,-0.465,-0.173
0.165,-0.043,0.436,-0.191
0.278,0.253,0.273,-0.174
0.112,0.075,0.318,-0.174
0.092,0.164,-0.495,-0.173
0.371,0.046,-0.485,-0.173
-0.236,-0.271,-0.004,-0.178
-0.208,-0.432,0.1,-0.236
0.042,-0.082,0.245,-0.173
-0.395,-0.31,-0.333,-0.178
0.146,-0.486,-0.46,-0.25
0.443,-0.149,-0.085,-0.173
-0.22,-0.089,0.153,-0.177
-0.368,0.194,0.327,-0.178
-0.336,-0.39,0.174,-0.247
0.165,-0.034,-0.293,-0.173
0.155,-0.396,0.455,-0.232
0.448,0.013,-0.499,-0.173
-0.423,-0.083,0.105,-0.177
-0.266,-0.482,0.441,-0.251
-0.356,0.36,-0.225,-0.177
-0.466,-0.388,0.245,-0.247
-0.215,0.304,0.284,-0.178
0.231,0.138,-0.328,-0.173
0.209,-0.318,0.105,-0.174
0.472,-0.056,0.123,-0.173
-0.151,-0.145,0.177,-0.173
-0.342,-0.327,-0.313,-0.178
0.379,0.426,0.109,-0.173
0.042,-0.114,0.21,-0.173
-0.389,-0.497,-0.104,-0.249
-0.345,0.377,-0.097,-0.177
-0.33,0.468,-0.076,-0.177
0.324,0.324,0.461,-0.191
0.127,-0.113,0.273,-0.174
-0.424,-0.394,-0.361,-0.247
0.365,0.465,0.408,-0.188
0.139,0.093,0.172,-0.173
-0.065,0.04,0.065,-0.173
0.454,0.455,0.327,-0.174
0.444,-0.258,0.273,-0.174
-0.388,-0.336,0.014,-0.178
-0.061,0.248,-0.24,-0.173
0.267,0.468,-0.026,-0.173
-0.454,-0.31,0.474,-0.206
-0.189,0.135,-0.279,-0.173
-0.175,-0.298,-0.042,-0.174
0.001,0.149,0.11,-0.173
-0.038,0.376,-0.388,-0.173
0.455,-0.496,-0.307,-0.25
-0.234,-0.115,-0.146,-0.177
-0.309,-0.178,0.39,-0.192
-0.044,0.248,0.25,-0.173
0.378,-0.294,-0.236,-0.174
-0.399,0.011,0.357,-0.193
-0.43,0.133,0.299,-0.178
-0.056,0.251,0.461,-0.191
0.025,-0.096,0.206,-0.173
0.21,0.457,0.461,-0.191
-0.17,-0.314,-0.109,-0.174
-0.077,0.295,0.181,-0.173
-0.194,0.066,-0.23,-0.177
-0.136,-0.027,0.481,-0.206
0.234,0.151,0.436,-0.191
0.447,0.024,-0.048,-0.173
-0.081,0.456,0.316,-0.173
0.466,0.198,0.296,-0.174
0.371,-0.375,0.45,-0.195
-0.169,-0.416,0.198,-0.237
0.315,-0.044,0.179,-0.173
-0.368,-0.479,-0.238,-0.249
0.465,0.426,0.396,-0.188
-0.344,-0.078,0.202,-0.177
-0.467,-0.206,-0.112,-0.177
-0.407,0.472,-0.333,-0.177
-0.092,0.179,-0.237,-0.173
0.066,-0.152,0.009,-0.173
0.333,0.364,0.323,-0.174
0.494,-0.4,-0.075,-0.239
-0.317,0.311,0.477,-0.206
-0.038,-0.248,-0.326,-0.173
-0.163,-0.392,-0.213,-0.237
-0.269,0.13,0.186,-0.177
0.123,-0.007,-0.14,-0.173
-0.495,-0.043,0.263,-0.177
-0.305,0.172,0.171,-0.177
0.179,-0.476,-0.296,-0.25
0.09,-0.172,-0.07,-0.173
0.419,-0.098,0.017,-0.173
0.33,0.46,-0.207,-0.173
-0.03,0.347,-0.024,-0.173
0.244,-0.38,-0.398,-0.185
0.264,-0.415,-0.336,-0.239
0.453,-0.401,-0.452,-0.239
0.121,0.044,0.398,-0.188
0.324,-0.037,-0.442,-0.173
-0.33,-0.366,0.038,-0.186
0.302,0.277,-0.274,-0.173
-0.211,-0.153,0.256,-0.177
0.038,-0.476,-0.389,-0.25
0.34,0.198,0.293,-0.174
